match_id,win_radiant,first_roshan_team,first_roshan_time,first_tower_team,first_tower_time,wisdom_7m_rad,wisdom_7m_dire,first_shard_team,first_shard_time,rad_power_runes_10m
8744165380,0,0,1141,1,544,0,0,0,1342,7
8744148604,1,1,986,1,653,0,0,1,945,8
8744109859,1,0,1286,1,431,0,0,1,1120,8
8744085947,1,0,1721,1,763,0,0,0,982,8
8744061638,1,-1,0,1,722,0,0,1,1349,5
8744040426,0,1,1159,1,840,0,0,0,932,7
8744020219,1,0,1554,1,643,0,0,0,902,6
8743998602,0,1,1417,1,624,0,0,0,921,4
8743972436,1,0,1678,1,745,0,0,0,910,8
8743971559,0,1,1669,1,684,0,0,1,1824,8
8743945405,0,1,1593,1,909,0,0,0,1128,6
8743926725,1,0,1256,1,752,0,0,0,1262,10
8743921139,0,1,1623,1,512,0,0,0,1326,8
8743908566,0,0,1438,1,957,0,0,0,903,6
8743872621,0,1,1171,1,599,0,0,1,1458,11
8743870106,0,1,1140,1,480,0,0,0,1090,7
8743867042,0,1,1745,1,903,0,0,0,1046,7
8743857239,1,1,1337,1,584,0,0,1,900,6
8743829330,0,-1,0,1,935,0,0,1,1216,3
8743796321,1,1,1169,1,502,0,0,1,920,8
8743795264,1,0,1179,1,559,0,0,0,903,6
8743783853,0,0,1309,1,640,0,0,1,1016,5
8743783694,1,-1,0,1,796,0,0,0,1109,7
8743716527,1,-1,0,1,863,0,0,1,1103,5
8743711780,0,1,1622,1,761,0,0,1,1008,8
8743688613,1,0,1327,1,712,0,0,0,1117,7
8743685965,1,0,1334,1,640,0,0,0,1694,8
8743668316,1,0,696,1,501,0,0,0,973,6
8743649693,1,0,1487,1,415,0,0,1,970,10
8743649096,0,-1,0,1,705,0,0,1,900,7
8743622019,1,0,1320,1,496,0,0,1,955,5
8743615657,0,-1,0,1,763,0,0,1,1093,8
8743612345,1,0,1396,1,654,0,0,0,1666,6
8743574732,1,-1,0,1,762,0,0,0,1282,13
8743561222,1,0,1352,1,726,0,0,1,943,7
8743559760,0,-1,0,1,709,0,0,0,1122,6
8743555498,0,1,1390,1,638,0,0,1,964,8
8743549934,0,1,1570,1,605,0,0,1,956,5
8743545122,1,0,1310,1,715,0,0,1,1059,6
8743542356,0,1,1474,1,480,0,0,1,1380,10
8743534086,1,0,1697,1,720,0,0,1,911,7
8743524657,1,0,1147,1,544,0,0,0,925,10
8743489142,0,1,1845,1,736,0,0,1,1841,6
